State,CYQ,Year,Quarter,Benefit,Benefit in a year,Benefit Rank,Average Weekly Benefit,High Benefit Date
ME,2011.1,2011,1,70989.266,205619.086,3642,81223.311,2009.1
ME,2011.2,2011,2,48864.79,200821.742,4717,81223.311,2009.1
ME,2011.3,2011,3,34343.402,195192.035,5918,81223.311,2009.1
ME,2011.4,2011,4,36796.823,190994.281,5719,81223.311,2009.1
ME,2012.1,2012,1,62317.788,182322.803,3983,81223.311,2009.1
ME,2012.2,2012,2,42521.96,175979.973,5216,81223.311,2009.1
ME,2012.3,2012,3,30129.329,171765.9,6296,81223.311,2009.1
ME,2012.4,2012,4,36961.811,171930.888,5707,81223.311,2009.1
ME,2013.1,2013,1,58565.389,168178.489,4154,81223.311,2009.1
ME,2013.2,2013,2,41518.918,167175.447,5303,81223.311,2009.1
ME,2013.3,2013,3,27692.099,164738.217,6553,81223.311,2009.1
ME,2013.4,2013,4,31887.714,159664.12,6148,81223.311,2009.1
ME,2014.1,2014,1,57085.608,158184.339,4238,81223.311,2009.1
ME,2014.2,2014,2,37209.527,153874.948,5684,81223.311,2009.1
ME,2014.3,2014,3,22292.965,148475.814,7101,81223.311,2009.1
ME,2014.4,2014,4,26030.314,142618.414,6708,81223.311,2009.1
ME,2015.1,2015,1,47994.356,133527.162,4785,81223.311,2009.1
ME,2015.2,2015,2,30510.458,126828.093,6263,81223.311,2009.1
ME,2015.3,2015,3,17622.35,122157.478,7649,81223.311,2009.1
ME,2015.4,2015,4,20272.145,116399.309,7325,81223.311,2009.1
ME,2016.1,2016,1,41884.864,110289.817,5263,81223.311,2009.1
ME,2016.2,2016,2,25079.983,104859.342,6816,81223.311,2009.1
ME,2016.3,2016,3,15359.426,102596.418,7933,81223.311,2009.1
ME,2016.4,2016,4,18013.21,100337.483,7605,81223.311,2009.1
ME,2017.1,2017,1,36474.57,94927.189,5753,81223.311,2009.1
ME,2017.2,2017,2,23735.641,93582.847,6954,81223.311,2009.1
ME,2017.3,2017,3,14388.249,92611.67,8062,81223.311,2009.1
ME,2017.4,2017,4,14578.68,89177.14,8031,81223.311,2009.1
ME,2018.1,2018,1,33159.329,85861.899,6027,81223.311,2009.1
MI,1971.1,1971,1,103388.392,103388.392,2758,1144369.773,2009.1
MI,1971.2,1971,2,76415.676,179804.068,3443,1144369.773,2009.1
MI,1971.3,1971,3,65823.388,245627.456,3835,1144369.773,2009.1
MI,1971.4,1971,4,58957.202,304584.658,4136,1144369.773,2009.1
MI,1972.1,1972,1,83800.18,284996.446,3210,1144369.773,2009.1
MI,1972.2,1972,2,57923.992,266504.762,4184,1144369.773,2009.1
MI,1972.3,1972,3,65281.034,265962.408,3858,1144369.773,2009.1
MI,1972.4,1972,4,42783.621,249788.827,5193,1144369.773,2009.1
MI,1973.1,1973,1,66813.22,232801.867,3799,1144369.773,2009.1
MI,1973.2,1973,2,44644.495,219522.37,5028,1144369.773,2009.1
MI,1973.3,1973,3,37945.526,192186.862,5612,1144369.773,2009.1
MI,1973.4,1973,4,37975.147,187378.388,5611,1144369.773,2009.1
MI,1974.1,1974,1,130366.036,250931.204,2381,1144369.773,2009.1
MI,1974.2,1974,2,116074.396,322361.105,2573,1144369.773,2009.1
MI,1974.3,1974,3,98392.102,382807.681,2858,1144369.773,2009.1
MI,1974.4,1974,4,119427.484,464260.018,2525,1144369.773,2009.1
MI,1975.1,1975,1,303064.504,636958.486,982,1144369.773,2009.1
MI,1975.2,1975,2,229773.408,750657.498,1389,1144369.773,2009.1
MI,1975.3,1975,3,181827.324,834092.72,1762,1144369.773,2009.1
MI,1975.4,1975,4,152720.616,867385.852,2082,1144369.773,2009.1
MI,1976.1,1976,1,188839.84,753161.188,1689,1144369.773,2009.1
MI,1976.2,1976,2,117630.492,641018.272,2555,1144369.773,2009.1
MI,1976.3,1976,3,106996.29,566187.238,2697,1144369.773,2009.1
MI,1976.4,1976,4,113518.888,526985.51,2612,1144369.773,2009.1
MI,1977.1,1977,1,163313.284,501458.954,1955,1144369.773,2009.1
MI,1977.2,1977,2,95068.392,478896.854,2930,1144369.773,2009.1
MI,1977.3,1977,3,93335.564,465236.128,2968,1144369.773,2009.1
MI,1977.4,1977,4,84605.478,436322.718,3184,1144369.773,2009.1
MI,1978.1,1978,1,149661.924,422671.358,2126,1144369.773,2009.1
MI,1978.2,1978,2,88593.95,416196.916,3081,1144369.773,2009.1
MI,1978.3,1978,3,96222.42,419083.772,2903,1144369.773,2009.1
MI,1978.4,1978,4,83309.796,417788.09,3216,1144369.773,2009.1
MI,1979.1,1979,1,154842.692,422968.858,2057,1144369.773,2009.1
MI,1979.2,1979,2,115954.13,450329.038,2576,1144369.773,2009.1
MI,1979.3,1979,3,170750.868,524857.486,1880,1144369.773,2009.1
MI,1979.4,1979,4,181571.58,623119.27,1765,1144369.773,2009.1
MI,1980.1,1980,1,317851.44,786128.018,929,1144369.773,2009.1
MI,1980.2,1980,2,332440.616,1002614.504,867,1144369.773,2009.1
MI,1980.3,1980,3,322169.936,1154033.572,912,1144369.773,2009.1
MI,1980.4,1980,4,211023.396,1183485.388,1515,1144369.773,2009.1
MI,1981.1,1981,1,254060.648,1119694.596,1240,1144369.773,2009.1
MI,1981.2,1981,2,220110.852,1007364.832,1453,1144369.773,2009.1
MI,1981.3,1981,3,232096.288,917291.184,1370,1144369.773,2009.1
MI,1981.4,1981,4,299649.84,1005917.628,993,1144369.773,2009.1
MI,1982.1,1982,1,482977.344,1234834.324,508,1144369.773,2009.1
MI,1982.2,1982,2,379994.272,1394717.744,719,1144369.773,2009.1
MI,1982.3,1982,3,328579.768,1491201.224,888,1144369.773,2009.1
MI,1982.4,1982,4,402725.104,1594276.488,659,1144369.773,2009.1
MI,1983.1,1983,1,409213.848,1520512.992,643,1144369.773,2009.1
MI,1983.2,1983,2,249301.76,1389820.48,1281,1144369.773,2009.1
MI,1983.3,1983,3,171464.016,1232704.728,1865,1144369.773,2009.1
MI,1983.4,1983,4,147261.832,977241.456,2164,1144369.773,2009.1
MI,1984.1,1984,1,211307.848,779335.456,1512,1144369.773,2009.1
MI,1984.2,1984,2,152325.684,682359.38,2088,1144369.773,2009.1
MI,1984.3,1984,3,131534.464,642429.828,2363,1144369.773,2009.1
MI,1984.4,1984,4,136006.112,631174.108,2305,1144369.773,2009.1
MI,1985.1,1985,1,231448.203,651314.463,1377,1144369.773,2009.1
MI,1985.2,1985,2,156198.289,655187.068,2046,1144369.773,2009.1
MI,1985.3,1985,3,142973.825,666626.429,2216,1144369.773,2009.1
MI,1985.4,1985,4,145409.685,676030.002,2187,1144369.773,2009.1
MI,1986.1,1986,1,233954.848,678536.647,1359,1144369.773,2009.1
MI,1986.2,1986,2,165845.807,688184.165,1926,1144369.773,2009.1
MI,1986.3,1986,3,170058.275,715268.615,1888,1144369.773,2009.1
MI,1986.4,1986,4,184802.901,754661.831,1730,1144369.773,2009.1
MI,1987.1,1987,1,271638.293,792345.276,1141,1144369.773,2009.1
MI,1987.2,1987,2,221302.499,847801.968,1442,1144369.773,2009.1
MI,1987.3,1987,3,243888.64,921632.333,1306,1144369.773,2009.1
MI,1987.4,1987,4,219899.256,956728.688,1454,1144369.773,2009.1
MI,1988.1,1988,1,366354.279,1051444.674,754,1144369.773,2009.1
MI,1988.2,1988,2,226184.451,1056326.626,1414,1144369.773,2009.1
MI,1988.3,1988,3,196882.742,1009320.728,1616,1144369.773,2009.1
MI,1988.4,1988,4,169034.411,958455.883,1901,1144369.773,2009.1
MI,1989.1,1989,1,294736.612,886838.216,1015,1144369.773,2009.1
MI,1989.2,1989,2,199647.508,860301.273,1593,1144369.773,2009.1
MI,1989.3,1989,3,221995.259,885413.79,1437,1144369.773,2009.1
MI,1989.4,1989,4,222533.855,938913.234,1434,1144369.773,2009.1
MI,1990.1,1990,1,421501.205,1065677.827,620,1144369.773,2009.1
MI,1990.2,1990,2,256865.498,1122895.817,1228,1144369.773,2009.1
MI,1990.3,1990,3,220887.978,1121788.536,1446,1144369.773,2009.1
MI,1990.4,1990,4,266581.169,1165835.85,1173,1144369.773,2009.1
MI,1991.1,1991,1,546525.509,1290860.154,387,1144369.773,2009.1
MI,1991.2,1991,2,414660.865,1448655.521,634,1144369.773,2009.1
MI,1991.3,1991,3,305680.692,1533448.235,975,1144369.773,2009.1
MI,1991.4,1991,4,280965.028,1547832.094,1094,1144369.773,2009.1
MI,1992.1,1992,1,485225.943,1486532.528,502,1144369.773,2009.1
MI,1992.2,1992,2,293718.772,1365590.435,1018,1144369.773,2009.1
MI,1992.3,1992,3,288108.816,1348018.559,1056,1144369.773,2009.1
MI,1992.4,1992,4,220530.158,1287583.689,1450,1144369.773,2009.1
MI,1993.1,1993,1,325648.753,1128006.499,901,1144369.773,2009.1
MI,1993.2,1993,2,247395.67,1081683.397,1288,1144369.773,2009.1
MI,1993.3,1993,3,257250.563,1050825.144,1225,1144369.773,2009.1
MI,1993.4,1993,4,219783.606,1050078.592,1455,1144369.773,2009.1
MI,1994.1,1994,1,344955.717,1069385.556,819,1144369.773,2009.1
MI,1994.2,1994,2,209155.382,1031145.268,1524,1144369.773,2009.1
MI,1994.3,1994,3,163626.88,937521.585,1953,1144369.773,2009.1
MI,1994.4,1994,4,162442.303,880180.282,1965,1144369.773,2009.1
MI,1995.1,1995,1,313736.584,848961.149,940,1144369.773,2009.1
MI,1995.2,1995,2,196551.173,836356.94,1617,1144369.773,2009.1
MI,1995.3,1995,3,186347.227,859077.287,1713,1144369.773,2009.1
MI,1995.4,1995,4,187584.423,884219.407,1702,1144369.773,2009.1
MI,1996.1,1996,1,353963.522,924446.345,788,1144369.773,2009.1
MI,1996.2,1996,2,252555.78,980450.952,1255,1144369.773,2009.1
MI,1996.3,1996,3,192969.496,987073.221,1650,1144369.773,2009.1
MI,1996.4,1996,4,204011.226,1003500.024,1562,1144369.773,2009.1
MI,1997.1,1997,1,338774.094,988310.596,840,1144369.773,2009.1
MI,1997.2,1997,2,214562.583,950317.399,1487,1144369.773,2009.1
MI,1997.3,1997,3,184688.703,942036.606,1731,1144369.773,2009.1
MI,1997.4,1997,4,178531.157,916556.537,1804,1144369.773,2009.1
MI,1998.1,1998,1,326539.233,904321.676,897,1144369.773,2009.1
MI,1998.2,1998,2,191573.211,881332.304,1660,1144369.773,2009.1
MI,1998.3,1998,3,293050.759,989694.36,1025,1144369.773,2009.1
MI,1998.4,1998,4,179284.214,990447.417,1792,1144369.773,2009.1
MI,1999.1,1999,1,349392.054,1013300.238,808,1144369.773,2009.1
MI,1999.2,1999,2,191183.19,1012910.217,1664,1144369.773,2009.1
MI,1999.3,1999,3,171424.032,891283.49,1867,1144369.773,2009.1
MI,1999.4,1999,4,171128.671,883127.947,1872,1144369.773,2009.1
MI,2000.1,2000,1,329616.794,863352.687,884,1144369.773,2009.1
MI,2000.2,2000,2,183899.071,856068.568,1740,1144369.773,2009.1
MI,2000.3,2000,3,193779.836,878424.372,1645,1144369.773,2009.1
MI,2000.4,2000,4,222076.304,929372.005,1436,1144369.773,2009.1
MI,2001.1,2001,1,509554.459,1109309.67,454,1144369.773,2009.1
MI,2001.2,2001,2,368720.129,1294130.728,747,1144369.773,2009.1
MI,2001.3,2001,3,346626.681,1446977.573,814,1144369.773,2009.1
MI,2001.4,2001,4,412833.024,1637734.293,637,1144369.773,2009.1
MI,2002.1,2002,1,609552.746,1737732.58,295,1144369.773,2009.1
MI,2002.2,2002,2,473072.556,1842085.007,524,1144369.773,2009.1
MI,2002.3,2002,3,412048.328,1907506.654,640,1144369.773,2009.1
MI,2002.4,2002,4,394013.105,1888686.735,682,1144369.773,2009.1
MI,2003.1,2003,1,643620.543,1922754.532,249,1144369.773,2009.1
MI,2003.2,2003,2,486418.814,1936100.79,499,1144369.773,2009.1
MI,2003.3,2003,3,432977.579,1957030.041,594,1144369.773,2009.1
MI,2003.4,2003,4,426306.856,1989323.792,612,1144369.773,2009.1
MI,2004.1,2004,1,667850.83,2013554.079,228,1144369.773,2009.1
MI,2004.2,2004,2,450452.78,1977588.045,560,1144369.773,2009.1
MI,2004.3,2004,3,397150.565,1941761.031,675,1144369.773,2009.1
MI,2004.4,2004,4,380439.97,1895894.145,718,1144369.773,2009.1
MI,2005.1,2005,1,616025.753,1844069.068,287,1144369.773,2009.1
MI,2005.2,2005,2,430380.723,1823997.011,601,1144369.773,2009.1
MI,2005.3,2005,3,388890.806,1815737.252,694,1144369.773,2009.1
MI,2005.4,2005,4,391987.082,1827284.364,684,1144369.773,2009.1
MI,2006.1,2006,1,645033.802,1856292.413,247,1144369.773,2009.1
MI,2006.2,2006,2,458428.275,1884339.965,549,1144369.773,2009.1
MI,2006.3,2006,3,419701.606,1915150.765,624,1144369.773,2009.1
MI,2006.4,2006,4,449569.943,1972733.626,562,1144369.773,2009.1
MI,2007.1,2007,1,642302.686,1970002.51,250,1144369.773,2009.1
MI,2007.2,2007,2,436877.891,1948452.126,587,1144369.773,2009.1
MI,2007.3,2007,3,372803.532,1901554.052,735,1144369.773,2009.1
MI,2007.4,2007,4,397086.797,1849070.906,676,1144369.773,2009.1
MI,2008.1,2008,1,633435.635,1840203.855,260,1144369.773,2009.1
MI,2008.2,2008,2,515240.808,1918566.772,444,1144369.773,2009.1
MI,2008.3,2008,3,480823.612,2026586.852,510,1144369.773,2009.1
MI,2008.4,2008,4,595542.247,2225042.302,311,1144369.773,2009.1
MI,2009.1,2009,1,1144369.773,2735976.44,70,1144369.773,2009.1
MI,2009.2,2009,2,1096895.573,3317631.205,76,1144369.773,2009.1
MI,2009.3,2009,3,858447.2,3695254.793,115,1144369.773,2009.1
MI,2009.4,2009,4,671942.871,3771655.417,225,1144369.773,2009.1
MI,2010.1,2010,1,756557.953,3383843.597,167,1144369.773,2009.1
MI,2010.2,2010,2,526528.344,2813476.368,427,1144369.773,2009.1
MI,2010.3,2010,3,397274.122,2352303.29,674,1144369.773,2009.1
MI,2010.4,2010,4,383214.268,2063574.687,712,1144369.773,2009.1
MI,2011.1,2011,1,529120.321,1836137.055,421,1144369.773,2009.1
MI,2011.2,2011,2,372707.502,1682316.213,736,1144369.773,2009.1
MI,2011.3,2011,3,322829.336,1607871.427,906,1144369.773,2009.1
MI,2011.4,2011,4,328751.95,1553409.109,887,1144369.773,2009.1
MI,2012.1,2012,1,488906.619,1513195.407,494,1144369.773,2009.1
MI,2012.2,2012,2,324458.928,1464946.833,902,1144369.773,2009.1
MI,2012.3,2012,3,260494.464,1402611.961,1205,1144369.773,2009.1
MI,2012.4,2012,4,279674.53,1353534.541,1101,1144369.773,2009.1
MI,2013.1,2013,1,437305.42,1301933.342,585,1144369.773,2009.1
MI,2013.2,2013,2,274316.279,1251790.693,1127,1144369.773,2009.1
MI,2013.3,2013,3,226378.778,1217675.007,1411,1144369.773,2009.1
MI,2013.4,2013,4,211071.321,1149071.798,1513,1144369.773,2009.1
MI,2014.1,2014,1,379793.926,1091560.304,721,1144369.773,2009.1
MI,2014.2,2014,2,237906.76,1055150.785,1335,1144369.773,2009.1
MI,2014.3,2014,3,180933.929,1009705.936,1773,1144369.773,2009.1
MI,2014.4,2014,4,180998.159,979632.774,1772,1144369.773,2009.1
MI,2015.1,2015,1,331626.742,931465.59,871,1144369.773,2009.1
MI,2015.2,2015,2,170285.532,863844.362,1885,1144369.773,2009.1
MI,2015.3,2015,3,146117.14,829027.573,2180,1144369.773,2009.1
MI,2015.4,2015,4,170297.158,818326.572,1884,1144369.773,2009.1
MI,2016.1,2016,1,338402.369,825102.199,844,1144369.773,2009.1
MI,2016.2,2016,2,187838.861,842655.528,1698,1144369.773,2009.1
MI,2016.3,2016,3,164795.365,861333.753,1937,1144369.773,2009.1
MI,2016.4,2016,4,161486.879,852523.474,1977,1144369.773,2009.1
MI,2017.1,2017,1,316685.063,830806.168,933,1144369.773,2009.1
MI,2017.2,2017,2,173841.61,816808.917,1842,1144369.773,2009.1
MI,2017.3,2017,3,156829.925,808843.477,2034,1144369.773,2009.1
MI,2017.4,2017,4,152146.838,799503.436,2091,1144369.773,2009.1
MI,2018.1,2018,1,297364.262,780182.635,1005,1144369.773,2009.1
MN,1971.1,1971,1,28732.18,28732.18,6447,487854.009,2009.1
MN,1971.2,1971,2,18306.501,47038.681,7561,487854.009,2009.1
MN,1971.3,1971,3,10433.583,57472.264,8560,487854.009,2009.1
MN,1971.4,1971,4,12952.074,70424.338,8244,487854.009,2009.1
MN,1972.1,1972,1,29419.212,71111.37,6355,487854.009,2009.1
MN,1972.2,1972,2,18508.467,71313.336,7535,487854.009,2009.1
MN,1972.3,1972,3,10992.539,71872.292,8481,487854.009,2009.1
MN,1972.4,1972,4,11780.283,70700.501,8383,487854.009,2009.1
MN,1973.1,1973,1,27624.284,68905.573,6560,487854.009,2009.1
MN,1973.2,1973,2,15575.113,65972.219,7903,487854.009,2009.1
MN,1973.3,1973,3,10530.424,65510.104,8543,487854.009,2009.1
MN,1973.4,1973,4,15406.683,69136.504,7925,487854.009,2009.1
MN,1974.1,1974,1,40933.477,82445.697,5356,487854.009,2009.1
MN,1974.2,1974,2,27607.227,94477.811,6563,487854.009,2009.1
MN,1974.3,1974,3,14754.493,98701.88,8006,487854.009,2009.1
MN,1974.4,1974,4,22937.601,106232.798,7039,487854.009,2009.1
MN,1975.1,1975,1,59073.298,124372.619,4133,487854.009,2009.1
MN,1975.2,1975,2,52486.806,149252.198,4516,487854.009,2009.1
MN,1975.3,1975,3,33127.187,167624.892,6031,487854.009,2009.1
MN,1975.4,1975,4,35913.753,180601.044,5798,487854.009,2009.1
MN,1976.1,1976,1,65093.804,186621.55,3871,487854.009,2009.1
MN,1976.2,1976,2,42996.309,177131.053,5181,487854.009,2009.1
MN,1976.3,1976,3,29876.053,173879.919,6315,487854.009,2009.1
MN,1976.4,1976,4,36530.223,174496.389,5750,487854.009,2009.1
MN,1977.1,1977,1,69630.61,179033.195,3694,487854.009,2009.1
MN,1977.2,1977,2,40516.989,176553.875,5389,487854.009,2009.1
MN,1977.3,1977,3,26461.473,173139.295,6672,487854.009,2009.1
MN,1977.4,1977,4,27999.943,164609.015,6525,487854.009,2009.1
MN,1978.1,1978,1,58890.932,153869.337,4141,487854.009,2009.1
MN,1978.2,1978,2,31919.204,145271.552,6143,487854.009,2009.1
MN,1978.3,1978,3,22358.767,141168.846,7092,487854.009,2009.1
MN,1978.4,1978,4,23802.687,136971.59,6945,487854.009,2009.1
MN,1979.1,1979,1,62789.404,140870.062,3960,487854.009,2009.1
MN,1979.2,1979,2,37167.791,146118.649,5691,487854.009,2009.1
MN,1979.3,1979,3,21937.791,145697.673,7144,487854.009,2009.1
MN,1979.4,1979,4,28775.248,150670.234,6439,487854.009,2009.1
MN,1980.1,1980,1,83181.55,171062.38,3223,487854.009,2009.1
MN,1980.2,1980,2,76880.272,210774.861,3430,487854.009,2009.1
MN,1980.3,1980,3,61958.122,250795.192,4005,487854.009,2009.1
MN,1980.4,1980,4,60185.038,282204.982,4081,487854.009,2009.1
MN,1981.1,1981,1,98484.212,297507.644,2856,487854.009,2009.1
MN,1981.2,1981,2,68694.794,289322.166,3719,487854.009,2009.1
MN,1981.3,1981,3,48651.931,276015.975,4732,487854.009,2009.1
MN,1981.4,1981,4,63368.898,279199.835,3938,487854.009,2009.1
MN,1982.1,1982,1,123896.936,304612.559,2463,487854.009,2009.1
MN,1982.2,1982,2,104094.578,340012.343,2744,487854.009,2009.1
MN,1982.3,1982,3,101249.312,392609.724,2799,487854.009,2009.1
MN,1982.4,1982,4,102864.734,432105.56,2771,487854.009,2009.1
MN,1983.1,1983,1,139830.888,448039.512,2244,487854.009,2009.1
MN,1983.2,1983,2,86436.402,430381.336,3130,487854.009,2009.1
MN,1983.3,1983,3,52118.915,381250.939,4532,487854.009,2009.1
MN,1983.4,1983,4,55518.942,333905.147,4321,487854.009,2009.1
MN,1984.1,1984,1,100144.816,294219.075,2821,487854.009,2009.1
MN,1984.2,1984,2,58744.375,266527.048,4144,487854.009,2009.1
MN,1984.3,1984,3,40158.386,254566.519,5430,487854.009,2009.1
MN,1984.4,1984,4,53662.336,252709.913,4440,487854.009,2009.1
MN,1985.1,1985,1,116149.584,268714.681,2572,487854.009,2009.1
MN,1985.2,1985,2,75671.596,285641.902,3477,487854.009,2009.1
MN,1985.3,1985,3,56709.218,302192.734,4259,487854.009,2009.1
MN,1985.4,1985,4,74230.212,322760.61,3536,487854.009,2009.1
MN,1986.1,1986,1,132830.47,339441.496,2347,487854.009,2009.1
MN,1986.2,1986,2,86076.321,349846.221,3144,487854.009,2009.1
MN,1986.3,1986,3,58896.844,352033.847,4140,487854.009,2009.1
MN,1986.4,1986,4,68589.744,346393.379,3725,487854.009,2009.1
MN,1987.1,1987,1,124998.401,338561.31,2446,487854.009,2009.1
MN,1987.2,1987,2,73507.324,325992.313,3556,487854.009,2009.1
MN,1987.3,1987,3,49572.636,316668.105,4682,487854.009,2009.1
MN,1987.4,1987,4,61859.606,309937.967,4010,487854.009,2009.1
MN,1988.1,1988,1,126620.682,311560.248,2424,487854.009,2009.1
MN,1988.2,1988,2,69220.952,307273.876,3704,487854.009,2009.1
MN,1988.3,1988,3,47610.068,305311.308,4814,487854.009,2009.1
MN,1988.4,1988,4,57983.348,301435.05,4180,487854.009,2009.1
MN,1989.1,1989,1,123032.809,297847.177,2476,487854.009,2009.1
MN,1989.2,1989,2,77005.704,305631.929,3424,487854.009,2009.1
MN,1989.3,1989,3,54887.462,312909.323,4361,487854.009,2009.1
MN,1989.4,1989,4,66288.346,321214.321,3813,487854.009,2009.1
MN,1990.1,1990,1,131718.396,329899.908,2359,487854.009,2009.1
MN,1990.2,1990,2,89922.366,342816.57,3047,487854.009,2009.1
MN,1990.3,1990,3,63144.394,351073.502,3943,487854.009,2009.1
MN,1990.4,1990,4,77444.413,362229.569,3411,487854.009,2009.1
MN,1991.1,1991,1,154539.117,385050.29,2060,487854.009,2009.1
MN,1991.2,1991,2,111280.621,406408.545,2647,487854.009,2009.1
MN,1991.3,1991,3,76625.272,419889.423,3436,487854.009,2009.1
MN,1991.4,1991,4,93591.309,436036.319,2963,487854.009,2009.1
MN,1992.1,1992,1,157965.546,439462.748,2020,487854.009,2009.1
MN,1992.2,1992,2,96836.398,425018.525,2885,487854.009,2009.1
MN,1992.3,1992,3,75525.319,423918.572,3487,487854.009,2009.1
MN,1992.4,1992,4,78843.214,409170.477,3360,487854.009,2009.1
MN,1993.1,1993,1,141600.814,392805.745,2230,487854.009,2009.1
MN,1993.2,1993,2,93137.286,389106.633,2970,487854.009,2009.1
MN,1993.3,1993,3,64515.083,378096.397,3894,487854.009,2009.1
MN,1993.4,1993,4,78483.419,377736.602,3374,487854.009,2009.1
MN,1994.1,1994,1,153868.854,390004.642,2069,487854.009,2009.1
MN,1994.2,1994,2,91061.42,387928.776,3017,487854.009,2009.1
MN,1994.3,1994,3,61775.931,385189.624,4012,487854.009,2009.1
MN,1994.4,1994,4,66931.68,373637.885,3793,487854.009,2009.1
MN,1995.1,1995,1,143536.206,363305.237,2209,487854.009,2009.1
MN,1995.2,1995,2,87624.812,359868.629,3103,487854.009,2009.1
MN,1995.3,1995,3,61769.875,359862.573,4014,487854.009,2009.1
MN,1995.4,1995,4,71422.01,364352.903,3634,487854.009,2009.1
MN,1996.1,1996,1,147634.415,368451.112,2161,487854.009,2009.1
MN,1996.2,1996,2,91594.692,372420.992,3009,487854.009,2009.1
MN,1996.3,1996,3,59371.83,370022.947,4121,487854.009,2009.1
MN,1996.4,1996,4,76323.988,374924.925,3448,487854.009,2009.1
MN,1997.1,1997,1,147186.831,374477.341,2165,487854.009,2009.1
MN,1997.2,1997,2,91101.736,373984.385,3016,487854.009,2009.1
MN,1997.3,1997,3,57619.264,372231.819,4202,487854.009,2009.1
MN,1997.4,1997,4,71309.113,367216.944,3637,487854.009,2009.1
MN,1998.1,1998,1,146216.8,366246.913,2175,487854.009,2009.1
MN,1998.2,1998,2,77886.932,353032.109,3398,487854.009,2009.1
MN,1998.3,1998,3,56323.197,351736.042,4277,487854.009,2009.1
MN,1998.4,1998,4,70672.098,351099.027,3654,487854.009,2009.1
MN,1999.1,1999,1,157186.319,362068.546,2031,487854.009,2009.1
MN,1999.2,1999,2,82254.072,366435.686,3250,487854.009,2009.1
MN,1999.3,1999,3,58232.76,368345.249,4169,487854.009,2009.1
MN,1999.4,1999,4,71606.036,369279.187,3630,487854.009,2009.1
MN,2000.1,2000,1,162078.685,374171.553,1968,487854.009,2009.1
MN,2000.2,2000,2,86250.502,378167.983,3138,487854.009,2009.1
MN,2000.3,2000,3,69062.581,388997.804,3709,487854.009,2009.1
MN,2000.4,2000,4,92482.287,409874.055,2984,487854.009,2009.1
MN,2001.1,2001,1,198666.409,446461.779,1598,487854.009,2009.1
MN,2001.2,2001,2,156583.705,516794.982,2041,487854.009,2009.1
MN,2001.3,2001,3,138018.932,585751.333,2267,487854.009,2009.1
MN,2001.4,2001,4,182118.959,675388.005,1760,487854.009,2009.1
MN,2002.1,2002,1,297915.295,774636.891,998,487854.009,2009.1
MN,2002.2,2002,2,223059.135,841112.321,1432,487854.009,2009.1
MN,2002.3,2002,3,165021.101,868114.49,1935,487854.009,2009.1
MN,2002.4,2002,4,184840.92,870836.451,1727,487854.009,2009.1
MN,2003.1,2003,1,297331.795,870252.951,1006,487854.009,2009.1
MN,2003.2,2003,2,214905.182,862098.998,1483,487854.009,2009.1
MN,2003.3,2003,3,171866.742,868944.639,1860,487854.009,2009.1
MN,2003.4,2003,4,180061.284,864165.003,1784,487854.009,2009.1
MN,2004.1,2004,1,286443.034,853276.242,1060,487854.009,2009.1
MN,2004.2,2004,2,163500.484,801871.544,1954,487854.009,2009.1
MN,2004.3,2004,3,117729.924,747734.726,2552,487854.009,2009.1
MN,2004.4,2004,4,132877.907,700551.349,2344,487854.009,2009.1
MN,2005.1,2005,1,258358.891,672467.206,1221,487854.009,2009.1
MN,2005.2,2005,2,156521.957,665488.679,2043,487854.009,2009.1
MN,2005.3,2005,3,110619.717,658378.472,2661,487854.009,2009.1
MN,2005.4,2005,4,135066.274,660566.839,2317,487854.009,2009.1
MN,2006.1,2006,1,261860.754,664068.702,1199,487854.009,2009.1
MN,2006.2,2006,2,158147.744,665694.489,2018,487854.009,2009.1
MN,2006.3,2006,3,121672.417,676747.189,2498,487854.009,2009.1
MN,2006.4,2006,4,144569.989,686250.904,2196,487854.009,2009.1
MN,2007.1,2007,1,275621.61,700011.76,1120,487854.009,2009.1
MN,2007.2,2007,2,189256.726,731120.742,1683,487854.009,2009.1
MN,2007.3,2007,3,132739.739,742188.064,2349,487854.009,2009.1
MN,2007.4,2007,4,165517.156,763135.231,1930,487854.009,2009.1
MN,2008.1,2008,1,289884.265,777397.886,1041,487854.009,2009.1
MN,2008.2,2008,2,208159.921,796301.081,1531,487854.009,2009.1
MN,2008.3,2008,3,165713.537,829274.879,1928,487854.009,2009.1
MN,2008.4,2008,4,243950.206,907707.929,1305,487854.009,2009.1
MN,2009.1,2009,1,487854.009,1105677.673,496,487854.009,2009.1
MN,2009.2,2009,2,474577.333,1372095.085,518,487854.009,2009.1
MN,2009.3,2009,3,399892.602,1606274.15,666,487854.009,2009.1
MN,2009.4,2009,4,369300.669,1731624.613,743,487854.009,2009.1
MN,2010.1,2010,1,475052.58,1718823.184,517,487854.009,2009.1
MN,2010.2,2010,2,322610.863,1566856.714,908,487854.009,2009.1
MN,2010.3,2010,3,235710.505,1402674.617,1348,487854.009,2009.1
MN,2010.4,2010,4,238171.704,1271545.652,1332,487854.009,2009.1
MN,2011.1,2011,1,338505.884,1134998.956,842,487854.009,2009.1
MN,2011.2,2011,2,223383.941,1035772.034,1430,487854.009,2009.1
MN,2011.3,2011,3,179972.373,980033.902,1786,487854.009,2009.1
