st,CYQ,year,quarter,CYQ_Total_Wages,staxemp,CYQ_Taxable_Wages,AWW
NE,1981.3,1981,3,1797402.885,1410359.515,1230645.588,236.1447064
NE,1981.4,1981,4,1886938.087,1486189.274,727051.967,241.1384876
NE,1982.1,1982,1,1944837.753,1514262.925,392196.772,246.3281672
NE,1982.2,1982,2,2021168.68,1583930.65,271561.48,250.7596494
NE,1982.3,1982,3,1918020,1474393.588,1248557.225,255.8087641
NE,1982.4,1982,4,1972622.373,1518727.882,686899.885,260.5734313
NE,1983.1,1983,1,2002414.089,1545451.859,376865.599,264.026638
NE,1983.2,1983,2,2074191.768,1606758.639,261047.19,266.6817146
NE,1983.3,1983,3,1958520.983,1489262.111,1279698.567,269.1901008
NE,1983.4,1983,4,2030127.888,1559602.903,802618.974,271.1278386
NE,1984.1,1984,1,2134214.143,1650057.465,465100.656,275.0047324
NE,1984.2,1984,2,2173121.474,1694491.193,316636.473,278.282723
NE,1984.3,1984,3,2125724.722,1639047.086,1393371.764,282.1377326
NE,1984.4,1984,4,2185064.488,1688143.558,825006.141,284.9169011
NE,1985.1,1985,1,2261342.365,1753970.802,490268.806,285.8810196
NE,1985.2,1985,2,2362358.993,1844269.369,357167.78,287.5731593
NE,1985.3,1985,3,2287649.821,1776209.191,1498550.186,289.4659409
NE,1985.4,1985,4,2334882.722,1818636.619,857988.857,291.3522255
NE,1986.1,1986,1,2352814.103,1830794.297,477070.544,293.3991174
NE,1986.2,1986,2,2431076.429,1892290.633,336818.958,296.1487277
NE,1986.3,1986,3,2359475.602,1828440.003,1526822.329,298.3076304
NE,1986.4,1986,4,2407420.008,1867997.631,848145.344,300.7796114
NE,1987.1,1987,1,2451190.498,1908196.097,471530.27,303.7879486
NE,1987.2,1987,2,2526398.59,1963632.821,342716.899,305.7770505
NE,1987.3,1987,3,2460667.872,1908158.593,1552692.638,307.5962383
NE,1987.4,1987,4,2509498.192,1938458.177,865063.267,309.1972774
NE,1988.1,1988,1,2573499.461,2002634.643,497498.225,310.4734201
NE,1988.2,1988,2,2735870.042,2132705.301,375581.81,313.9791247
NE,1988.3,1988,3,2650172.996,2062351.604,1649960.445,316.9869843
NE,1988.4,1988,4,2673487.892,2071486.288,889849.554,319.0385123
NE,1989.1,1989,1,2798996.301,2188803.73,515120.454,323.1312448
NE,1989.2,1989,2,2951376.017,2327123.515,385586.071,326.8875576
NE,1989.3,1989,3,2809656.117,2178612.183,1765666.701,328.7644692
NE,1989.4,1989,4,2867615.321,2221125.993,923239.652,331.6228192
NE,1990.1,1990,1,2939360.075,2287971.981,514215.892,332.9280389
NE,1990.2,1990,2,3151829.2,2467064.141,394314.174,336.2916596
NE,1990.3,1990,3,3020215.442,2325191.116,1869418.529,339.958672
NE,1990.4,1990,4,3101959.814,2376303.329,941874.796,343.9107643
NE,1991.1,1991,1,3153242.345,2435483.584,521939.891,347.3436093
NE,1991.2,1991,2,3452469.239,2702498.623,403681.69,353.2427949
NE,1991.3,1991,3,3190663.235,2441079.373,1946417.066,356.5044124
NE,1991.4,1991,4,3255369.831,2484645.647,947492.396,360.0372229
NE,1992.1,1992,1,3354795.329,2574693.531,527906.449,364.8172767
NE,1992.2,1992,2,3581042.289,2760044.346,398275.757,368.137896
NE,1992.3,1992,3,3354603.321,2565359.142,2025891.15,371.4371016
NE,1992.4,1992,4,3453301.164,2628694.845,955898.106,375.1971188
NE,1993.1,1993,1,3541250.422,2718671.224,524122.399,378.6383167
NE,1993.2,1993,2,3964250.113,3099434.068,413682.948,386.6163443
NE,1993.3,1993,3,3425603.227,2606799.618,2061018.118,386.8829846
NE,1993.4,1993,4,3633914.519,2785822.582,1007948.203,389.3771492
NE,1994.1,1994,1,3769182.311,2898604.639,552065.378,392.8983398
NE,1994.2,1994,2,4168131.547,3273298.851,451010.999,395.3218172
NE,1994.3,1994,3,3715122.508,2852962.509,2208167.79,399.4720506
NE,1994.4,1994,4,3881838.208,3000946.476,1037860.122,402.2529229
NE,1995.1,1995,1,4112186.9,3189637.152,603664.707,407.5389965
NE,1995.2,1995,2,4355378.989,3431812.54,481328.888,408.9738249
NE,1995.3,1995,3,4142324.606,3213050.029,2410585.187,416.2196149
NE,1995.4,1995,4,4163708.623,3221210,1032269.835,420.6786194
NE,1996.1,1996,1,4286850.335,3332634.871,602741.628,422.2558826
NE,1996.2,1996,2,4650147.738,3676339.23,493446.768,426.5760451
NE,1996.3,1996,3,4418187.496,3439147.78,2521092.992,430.4416173
NE,1996.4,1996,4,4459478.163,3470748.629,1055540.103,434.7390388
NE,1997.1,1997,1,4540545.407,3538802.216,606740.748,438.4508202
NE,1997.2,1997,2,4957044.737,3944628.959,504431.539,443.593578
NE,1997.3,1997,3,4732692.53,3719055.168,2598591.981,449.2983701
NE,1997.4,1997,4,4767536.112,3729971.747,1088005.191,454.53492
NE,1998.1,1998,1,4912086.559,3864723.49,640636.065,460.7860479
NE,1998.2,1998,2,5345276.704,4281579.107,544091.738,467.5740232
NE,1998.3,1998,3,4953208.467,3901098.658,2775747.927,470.4293791
NE,1998.4,1998,4,5119083.587,4030431.548,1101590.448,475.6033971
NE,1999.1,1999,1,5249119.095,4157139.018,695454.71,480.0752599
NE,1999.2,1999,2,5750726.492,4618806.512,575285.998,486.2770845
NE,1999.3,1999,3,5226138.277,4139251.696,2898284.002,489.6684291
NE,1999.4,1999,4,5427334.477,4286447.321,1128887.106,494.2981311
NE,2000.1,2000,1,5611561.507,4465964.34,733985.791,499.9198715
NE,2000.2,2000,2,6188894.994,5012776.918,586332.833,507.6407534
NE,2000.3,2000,3,5833309.666,4620604.412,3088446.749,518.6101229
NE,2000.4,2000,4,5798411.698,4582912.754,1086776.222,523.9275311
NE,2001.1,2001,1,5886663.248,4648564.999,689544.325,527.972905
NE,2001.2,2001,2,6265217.866,5001093.692,570363.48,527.7899566
NE,2001.3,2001,3,5973493.152,4682326.429,3143738.636,529.8549717
NE,2001.4,2001,4,5955520.121,4649682.316,1064262.864,532.7680653
NE,2002.1,2002,1,6053823.178,4702334.917,650049.248,536.5336089
NE,2002.2,2002,2,6436784.106,5073406.886,537670.399,541.0952989
NE,2002.3,2002,3,6094297.192,4734671.805,3124096.682,545.5048444
NE,2002.4,2002,4,6083959.796,4685819.443,1015855.673,550.0734678
NE,2003.1,2003,1,6252352.185,4826912.143,627728.719,556.3375113
NE,2003.2,2003,2,6593826.721,5164811.837,516509.694,561.0353499
NE,2003.3,2003,3,6283320.833,4844568.176,3161563.773,565.1512761
NE,2003.4,2003,4,6271661.049,4812078.869,989017.309,569.6933657
NE,2004.1,2004,1,6426110.057,4978912.908,611827.161,573.70814
NE,2004.2,2004,2,6841706.813,5357869.946,518577.274,578.3784696
NE,2004.3,2004,3,6470134.747,4995927.571,3201107.88,582.1526847
NE,2004.4,2004,4,6480251.736,4994435.236,1012075.089,585.535604
NE,2005.1,2005,1,6740819.016,5201351.613,627954.973,590.6959309
NE,2005.2,2005,2,7298834.186,5710477.507,534823.458,599.5464753
NE,2005.3,2005,3,6610149.75,5095431.036,3243870.505,600.6412101
NE,2005.4,2005,4,6763856.242,5212982.016,1026372.371,605.1551541
NE,2006.1,2006,1,7183980.63,5552824.182,655624.696,613.2186193
NE,2006.2,2006,2,7547962.879,5937209.162,533501.258,616.9439349
NE,2006.3,2006,3,7236906.748,5631950.361,3639813.929,628.7161353
NE,2006.4,2006,4,7236404.017,5583379.668,1196943.596,637.3928486
NE,2007.1,2007,1,7236278.422,5574663.721,729108.738,637.0115533
NE,2007.2,2007,2,7926974.266,6218844.332,612042.215,643.1564731
NE,2007.3,2007,3,7538671.397,5838844.204,3962701.206,647.793589
NE,2007.4,2007,4,7607788.144,5872388.856,1435748.195,653.1652098
NE,2008.1,2008,1,7799275.163,6049482.308,859020.895,661.8633007
NE,2008.2,2008,2,8474674.271,6681059.487,707303.341,670.9066255
NE,2008.3,2008,3,7898987.519,6110759.236,4103465.159,675.9972816
NE,2008.4,2008,4,7934290.66,6095038.913,1407565.555,681.3154052
NE,2009.1,2009,1,8159465.024,6302969.114,823766.332,688.6527799
NE,2009.2,2009,2,8556020.484,6621231.646,653447.964,690.2761608
NE,2009.3,2009,3,7913893.342,6050609.484,4000964.163,693.2573758
NE,2009.4,2009,4,7722128.772,5803021.773,1317170.672,693.1184987
NE,2010.1,2010,1,7857870.347,5926460.843,711784.851,691.3113158
NE,2010.2,2010,2,8602709.652,6562179.732,572514.449,697.487205
NE,2010.3,2010,3,7672290.133,5782546.141,3871682.903,695.9386088
NE,2010.4,2010,4,7909552.01,5903020.28,1367128.95,701.1663634
NE,2011.1,2011,1,8065743.478,6086776.206,765145.72,705.9575303
NE,2011.2,2011,2,8796335.061,6723642.484,619592.335,709.5395619
NE,2011.3,2011,3,8021956.523,6084426.123,3969601.031,716.1100604
NE,2011.4,2011,4,8146609.811,6083972.536,1363295.681,720.2816801
NE,2012.1,2012,1,8528733.674,6436372.276,794589.102,729.6731203
NE,2012.2,2012,2,8767196.185,6732635.833,625245.34,727.6359827
NE,2012.3,2012,3,8668125.644,6620443.008,4188747.815,738.2434441
NE,2012.4,2012,4,8381156.891,6327407.123,1338400.683,739.7325912
NE,2013.1,2013,1,8658794.626,6552777.763,811620.701,738.4895686
NE,2013.2,2013,2,9380825.234,7263038.059,656475.806,747.5476389
NE,2013.3,2013,3,8935345.719,6820595.638,4266064.453,750.5617352
NE,2013.4,2013,4,8696802.094,6561500.061,1361026.765,755.020445
NE,2014.1,2014,1,9068382.167,6887942.258,840719.455,760.9918907
NE,2014.2,2014,2,9539092.138,7370288.515,689517.745,761.2668376
NE,2014.3,2014,3,9323416.491,7153219.878,4408913.272,766.1784736
NE,2014.4,2014,4,9095126.378,6925356.289,1384579.984,771.0123716
NE,2015.1,2015,1,9333598.755,7103337.808,859909.138,773.8021256
NE,2015.2,2015,2,10147239.33,7889974.882,724833.358,784.1368744
NE,2015.3,2015,3,9677232.418,7432360.742,4542404.535,788.9634553
NE,2015.4,2015,4,9591859.168,7303952.409,1415316.174,796.618026
NE,2016.1,2016,1,9896241.5,7521245.888,883971.608,805.3752776
NE,2016.2,2016,2,10848261.98,8422540.922,754656.872,816.4148392
NE,2016.3,2016,3,9809952.009,7500807.827,4645877.416,816.5387286
NE,2016.4,2016,4,9941043.438,7592858.215,1440254.756,821.271048
NE,2017.1,2017,1,10563412.84,8013606.893,906288.666,832.3537115
NE,2017.2,2017,2,10805262.3,8331547.069,732721.189,830.7454271
NE,2017.3,2017,3,10502386.81,8066010.33,4834125.937,843.3384634
NE,2017.4,2017,4,10302188.56,7824080.097,1362459.255,849.818919
NE,2018.1,2018,1,10495667.49,7989405.057,894550.323,848.34269
NH,1971.1,1971,1,NA,NA,NA,NA
NH,1971.2,1971,2,NA,NA,NA,NA
NH,1971.3,1971,3,NA,NA,NA,NA
NH,1971.4,1971,4,NA,NA,NA,NA
NH,1972.1,1972,1,NA,NA,NA,NA
NH,1972.2,1972,2,NA,NA,NA,NA
NH,1972.3,1972,3,NA,NA,NA,NA
NH,1972.4,1972,4,NA,NA,NA,NA
NH,1973.1,1973,1,NA,NA,NA,NA
NH,1973.2,1973,2,NA,NA,NA,NA
NH,1973.3,1973,3,NA,NA,NA,NA
NH,1973.4,1973,4,NA,NA,NA,NA
NH,1974.1,1974,1,NA,NA,NA,NA
NH,1974.2,1974,2,NA,NA,NA,NA
NH,1974.3,1974,3,473717.306,423115.733,394151.173,36.22980482
NH,1974.4,1974,4,504087.524,453238.121,296269.931,73.39540336
NH,1975.1,1975,1,516753.344,463084.415,177003.868,110.2736491
NH,1975.2,1975,2,526256.559,471480.38,119928.599,149.7471615
NH,1975.3,1975,3,477686.737,420747.817,384717.064,152.0684653
NH,1975.4,1975,4,506827.981,449069.679,271693.256,154.3028254
NH,1976.1,1976,1,532974.777,471781.27,177001.909,157.0960835
NH,1976.2,1976,2,567299.97,504582.941,110467.201,160.2046912
NH,1976.3,1976,3,537256.097,472840.928,432786.091,162.4648049
NH,1976.4,1976,4,580826.878,549180.277,298906.984,162.7760958
NH,1977.1,1977,1,624774.738,591619.795,184772.174,166.0429114
NH,1977.2,1977,2,646514.46,613588.45,124549.922,168.5584867
NH,1977.3,1977,3,605974.804,540723.713,484743.175,170.8220155
NH,1977.4,1977,4,663609.946,596801.078,328122.098,175.5040516
NH,1978.1,1978,1,700328.496,630396.222,202234.055,177.8440925
NH,1978.2,1978,2,745987.424,673922.429,153187.716,180.8613143
NH,1978.3,1978,3,725013.07,650032.989,603042.486,184.6736304
NH,1978.4,1978,4,787234.103,713175.981,478999.647,188.5794064
NH,1979.1,1979,1,819383.689,738918.973,306504.123,191.9986214
NH,1979.2,1979,2,868937.825,785657.726,215965.717,196.1641575
NH,1979.3,1979,3,918774.746,774158.933,710637.828,200.1388432
NH,1979.4,1979,4,1020403.502,836956.298,514818.374,205.451023
NH,1980.1,1980,1,1002212.195,854397.216,318213.905,209.4288547
NH,1980.2,1980,2,1074668.792,910245.745,219469.013,212.9413423
NH,1980.3,1980,3,1058668.75,884310.108,792110.841,217.3503739
NH,1980.4,1980,4,1112898.184,909811.182,517030.151,221.4799862
NH,1981.1,1981,1,1093147.301,922283.99,298027.093,224.6920531
NH,1981.2,1981,2,1237948.465,1029437.827,209460.207,232.5876987
NH,1981.3,1981,3,1137846.987,940681.131,834736.409,235.7496767
NH,1981.4,1981,4,1228824.588,1014362.924,535076.814,240.3071737
NH,1982.1,1982,1,1252704.203,1068757.726,313959.627,246.2876775
NH,1982.2,1982,2,1377193.393,1154169.414,216188.81,251.9139915
NH,1982.3,1982,3,1259810.451,1049234.682,905562.564,257.5394597
NH,1982.4,1982,4,1344853.147,1108344.391,524561.061,263.5405201
NH,1983.1,1983,1,1391484.707,1190046.945,299048.947,270.76152
NH,1983.2,1983,2,1446677.371,1208447.316,199742.278,274.9658151
NH,1983.3,1983,3,1379519.626,1146735.325,998850.345,281.0283462
NH,1983.4,1983,4,1476900.498,1226792.665,626424.063,285.3520479
NH,1984.1,1984,1,1532404.582,1311106.368,385270.302,289.0468055
NH,1984.2,1984,2,1626689.563,1374920.373,268533.561,292.5871643
NH,1984.3,1984,3,1621878.186,1364072.7,1162464.938,297.7229455
NH,1984.4,1984,4,1666249.383,1391677.243,673554.603,301.0938627
NH,1985.1,1985,1,1650367.987,1425189.051,407711.017,301.1685846
NH,1985.2,1985,2,1814740.97,1539483.698,311619.244,304.5896222
NH,1985.3,1985,3,1784773.903,1507927.907,1265018.641,307.8418745
NH,1985.4,1985,4,1875646.954,1582084.986,709519.175,312.6558968
NH,1986.1,1986,1,1866596.921,1615378.88,420353.376,318.421619
NH,1986.2,1986,2,2059617.838,1760914.036,329770.935,324.7857375
NH,1986.3,1986,3,2000608.455,1696797.974,1402710.471,329.5194453
NH,1986.4,1986,4,2122571.568,1797420.762,747631.355,335.5104576
NH,1987.1,1987,1,2089142.947,1814497.693,456770.658,340.2623259
NH,1987.2,1987,2,2319184.24,1983357.886,370053.803,347.0685218
NH,1987.3,1987,3,2181711.914,1848388.061,1487510.533,350.3790387
NH,1987.4,1987,4,2319750.945,1960747.857,792386.355,354.4975075
NH,1988.1,1988,1,2349462.031,2041578.586,487481.763,361.0277622
NH,1988.2,1988,2,2684930.12,2282493.176,397643.237,371.2733257
NH,1988.3,1988,3,2480307.121,2105368.744,1633838.194,379.4419995
NH,1988.4,1988,4,2563865.949,2152760.944,781606.338,385.7300744
NH,1989.1,1989,1,2598040.397,2240220.69,477286.545,392.6121207
NH,1989.2,1989,2,2876149.358,2442755.228,388218.897,397.1310302
NH,1989.3,1989,3,2635330.16,2201797.292,1728782.36,400.8652135
NH,1989.4,1989,4,2714117.191,2248347.908,735323.247,405.7329129
NH,1990.1,1990,1,2656716.95,2256129.231,426511.045,408.5293016
NH,1990.2,1990,2,2914550.858,2432664.243,323090.217,412.2166195
NH,1990.3,1990,3,2659913.767,2178553.68,1680977.013,416.8885638
NH,1990.4,1990,4,2737116.168,2216517.104,664211.158,422.2114187
NH,1991.1,1991,1,2666226.181,2235168.195,370709.225,427.1166066
NH,1991.2,1991,2,2907776.462,2387127.941,268933.611,432.3504432
NH,1991.3,1991,3,2602436.02,2085691.683,1568447.07,437.0787861
NH,1991.4,1991,4,2703000.134,2145986.372,544450.886,442.3589666
NH,1992.1,1992,1,2621658.304,2174802.673,290431.246,446.3627274
NH,1992.2,1992,2,2947402.848,2386547.46,262733.397,450.7705094
NH,1992.3,1992,3,2685369.007,2162158.69,1575005.463,454.7984077
NH,1992.4,1992,4,2800323.643,2211432.511,606650.695,457.0713343
NH,1993.1,1993,1,2780088.296,2307499.449,369072.187,462.450802
NH,1993.2,1993,2,3299157.535,2688664.334,284470.024,474.5270934
NH,1993.3,1993,3,2664958.495,2121741.659,1575663.884,470.6504128
NH,1993.4,1993,4,2918624.233,2299923.158,645756.815,472.3600338
NH,1994.1,1994,1,2970374.469,2453226.99,393425.075,476.5493486
NH,1994.2,1994,2,3371806.95,2753543.39,297681.4,476.1735677
NH,1994.3,1994,3,2930004.722,2327330.882,1764478.752,482.1236699
NH,1994.4,1994,4,3124137.838,2473001.54,781101.938,485.1626334
NH,1995.1,1995,1,3160057.058,2606413.275,477407.02,487.6121198
NH,1995.2,1995,2,3514370.716,2875543.68,367685.645,487.5798481
NH,1995.3,1995,3,3203472.19,2566941.574,1886028.326,493.4764029
NH,1995.4,1995,4,3410924.464,2735311.684,793135.677,499.7077984
NH,1996.1,1996,1,3323054.679,2750029.687,468560.761,502.0864764
NH,1996.2,1996,2,3794459.465,3133456.912,371880.174,508.6505341
NH,1996.3,1996,3,3464472.547,2797062.929,1995991.254,514.4454333
NH,1996.4,1996,4,3575805.799,2871886.97,811598.074,517.0704215
NH,1997.1,1997,1,3546493.106,2949145.273,491293.484,521.5147364
NH,1997.2,1997,2,4087072.441,3398098.979,397075.253,528.786024
NH,1997.3,1997,3,3673536.331,2989417.337,2120331.724,532.584595
NH,1997.4,1997,4,3843737.454,3102965.532,833755.479,537.9695573
NH,1998.1,1998,1,3913222.392,3276317.116,521516.595,546.8644697
NH,1998.2,1998,2,4572232.114,3834261.947,426599.694,559.6425407
NH,1998.3,1998,3,3965731.03,3258462.744,2246117.176,564.6181202
NH,1998.4,1998,4,4163409.697,3384625.146,873131.677,571.33562
NH,1999.1,1999,1,4252524.558,3594232.558,549508.602,578.766165
NH,1999.2,1999,2,5091749.585,4294528.603,451581.006,591.8686458
NH,1999.3,1999,3,4206188.853,3474580.816,2334238.705,596.201057
NH,1999.4,1999,4,4452731.029,3625098.541,895413.274,601.5086041
NH,2000.1,2000,1,4591193.773,3878530.026,567914.181,608.5099884
NH,2000.2,2000,2,5412400.927,4576479.373,472955.459,615.2575776
NH,2000.3,2000,3,5001621.342,4176918.493,2535428.221,637.1968303
NH,2000.4,2000,4,4928153.945,4046328.861,877543.923,648.4662896
NH,2001.1,2001,1,4962870.089,4208507.053,590845.963,656.6300845
NH,2001.2,2001,2,5802421.735,4935525.858,487706.738,665.1892446
NH,2001.3,2001,3,5230478.754,4328308.537,2672851.671,668.628542
NH,2001.4,2001,4,5176201.176,4220364.932,839986.006,674.4904656
NH,2002.1,2002,1,5060372.623,4243430.328,550718.659,677.0543749
NH,2002.2,2002,2,5799619.401,4852607.757,430309.783,679.2836858
NH,2002.3,2002,3,5127233.029,4151011.741,2596835.915,679.534708
NH,2002.4,2002,4,5246631.853,4185552.744,799247.314,684.3528157
NH,2003.1,2003,1,5156854.577,4242794.977,529980.428,688.9038206
NH,2003.2,2003,2,5885657.196,4800809.195,417703.387,692.004789
NH,2003.3,2003,3,5264441.256,4211490.845,2567198.267,697.2246174
NH,2003.4,2003,4,5357467.772,4198416.041,778786.252,701.1806334
NH,2004.1,2004,1,5330294.226,4346164.994,528528.908,705.7322497
NH,2004.2,2004,2,6182477.074,5017954.592,421221.125,713.7448979
NH,2004.3,2004,3,5527035.48,4441149.486,2622173.792,719.9194335
NH,2004.4,2004,4,5633760.743,4419446.323,805036.441,725.5659788
NH,2005.1,2005,1,5732775.476,4687074.098,555256.771,735.7249628
NH,2005.2,2005,2,6672628.207,5456858.763,437627.309,748.5290289
NH,2005.3,2005,3,5748982.83,4603308.151,2666145.889,753.0971914
NH,2005.4,2005,4,5998384.254,4726740.816,816230.971,762.3098769
NH,2006.1,2006,1,6147733.485,5006015.805,564317.693,772.8474375
NH,2006.2,2006,2,6818965.493,5564627.02,438125.19,775.282248
NH,2006.3,2006,3,6277398.905,5011267.955,2793919.894,788.8604031
NH,2006.4,2006,4,6223059.192,4888197.356,775695.804,793.7994405
NH,2007.1,2007,1,6208230.75,5036534.294,539162.99,793.8904174
NH,2007.2,2007,2,7431754.978,6106057.237,422450.614,811.4903791
NH,2007.3,2007,3,6585140.978,5239190.779,2806064.184,820.1930907
NH,2007.4,2007,4,6643408.519,5218245.962,766238.839,832.0382225
NH,2008.1,2008,1,6445520.582,5176162.004,540865.222,838.2899349
NH,2008.2,2008,2,7430010.151,6000717.776,424049.381,837.4101053
NH,2008.3,2008,3,6856262.013,5421152.383,2838826.451,844.6644172
NH,2008.4,2008,4,6746133.711,5214490.888,745437.502,847.6272945
NH,2009.1,2009,1,6608234.83,5265235.007,514685.273,853.4591421
NH,2009.2,2009,2,7502969.396,5942581.714,372713.287,858.2412103
NH,2009.3,2009,3,6452968.828,4989481.563,2691340.125,851.9651994
NH,2009.4,2009,4,6436596.579,4836657.616,672848.473,850.8236836
NH,2010.1,2010,1,6367656.132,4974646.657,444108.515,853.4057962
NH,2010.2,2010,2,7401787.292,5736629.184,336790.567,858.3954463
NH,2010.3,2010,3,6252328.482,4801303.484,2922057.96,857.3511829
NH,2010.4,2010,4,6674753.188,5025283.026,964233.99,867.3035743
NH,2011.1,2011,1,6553942.872,5092027.454,595947.296,873.4662356
NH,2011.2,2011,2,7583830.009,5913205.246,449322.836,878.3089384
NH,2011.3,2011,3,6646718.6,5101191.204,3289099.574,888.6001237
NH,2011.4,2011,4,6879751.006,5149605.325,1239527.921,893.2562485
NH,2012.1,2012,1,6978844.026,5502282.708,747162.745,905.0354512
NH,2012.2,2012,2,7600336.436,5953827.793,526347.688,903.5429112
NH,2012.3,2012,3,7067447.85,5471093.942,3687831.423,914.8387795
NH,2012.4,2012,4,6982684.122,5261594.302,1476165.862,915.9048745
NH,2013.1,2013,1,6849578.705,5367876.18,847270.587,908.3407635
NH,2013.2,2013,2,8105540.024,6419410.599,609799.776,921.9647486
NH,2013.3,2013,3,7245630.378,5604576.211,3754785.916,925.742584
NH,2013.4,2013,4,7261516.001,5490515.573,1486875.345,932.0718674
NH,2014.1,2014,1,7087274.973,5569942.446,864738.905,937.3487991
NH,2014.2,2014,2,8167994.735,6441401.153,641211.046,936.485453
NH,2014.3,2014,3,7602301.338,5946964.886,3845455.736,944.4784451
NH,2014.4,2014,4,7681290.227,5861474.024,1515077.32,954.4128747
NH,2015.1,2015,1,7425005.232,5850999.917,895938.66,962.2128806
NH,2015.2,2015,2,8797688.128,6951445.892,677254.743,978.5248238
NH,2015.3,2015,3,7794511.314,6086182.059,3918668.72,981.1474827
NH,2015.4,2015,4,7895727.951,5984415.822,1577083.972,984.0327719
NH,2016.1,2016,1,7764686.006,6144644.718,945253.083,989.9946934
NH,2016.2,2016,2,9434225.743,7484882.622,736482.065,1005.063862
NH,2016.3,2016,3,8092258.432,6316646.862,4071453.589,1009.065691
NH,2016.4,2016,4,8328291.316,6387868.998,1600318.72,1018.158105
NH,2017.1,2017,1,8523802.626,6725978.001,956801.331,1036.670904
NH,2017.2,2017,2,9146133.293,7263158.396,683896.73,1024.791073
NH,2017.3,2017,3,8797049.064,6888215.49,4283593.297,1042.944148
NH,2017.4,2017,4,8511639.656,6539457.173,1572799.155,1045.547197
NH,2018.1,2018,1,8588886.22,6784447.22,927135.341,1044.998941
NJ,1971.1,1971,1,NA,NA,NA,NA
NJ,1971.2,1971,2,NA,NA,NA,NA
NJ,1971.3,1971,3,NA,NA,NA,NA
NJ,1971.4,1971,4,NA,NA,NA,NA
NJ,1972.1,1972,1,NA,NA,NA,NA
NJ,1972.2,1972,2,NA,NA,NA,NA
NJ,1972.3,1972,3,NA,NA,NA,NA
NJ,1972.4,1972,4,NA,NA,NA,NA
NJ,1973.1,1973,1,NA,NA,NA,NA
NJ,1973.2,1973,2,NA,NA,NA,NA
NJ,1973.3,1973,3,NA,NA,NA,NA
NJ,1973.4,1973,4,NA,NA,NA,NA
NJ,1974.1,1974,1,NA,NA,NA,NA
NJ,1974.2,1974,2,NA,NA,NA,NA
NJ,1974.3,1974,3,5446249.307,5209335.254,4613630.486,46.33388245
NJ,1974.4,1974,4,5764009.448,5514619.626,2678343.089,93.61125493
NJ,1975.1,1975,1,5801723.394,5560667.942,1435635.254,140.7971561
NJ,1975.2,1975,2,6079347.947,5810010.847,976099.057,191.7038069
NJ,1975.3,1975,3,5602214.251,5335390.711,4728862.39,195.2556186
NJ,1975.4,1975,4,5771762.946,5482985.398,2844807.928,198.2177178
NJ,1976.1,1976,1,5889626.177,5615200.847,1512811.061,201.7960632
NJ,1976.2,1976,2,6376998.815,6067810.663,1050996.497,206.1813854
NJ,1976.3,1976,3,5965115.094,5672533.985,5068444.547,208.813094
NJ,1976.4,1976,4,6280892.185,5966805.626,3261105.128,212.4245435
NJ,1977.1,1977,1,6491115.756,6183367.931,1817585.283,216.2440686
NJ,1977.2,1977,2,6887795.882,6549968.387,1280776.171,219.2723649
NJ,1977.3,1977,3,6463248.879,6135748.196,5471492.719,222.8727837
NJ,1977.4,1977,4,6920544.309,6579624.63,3573218.404,226.5731645
NJ,1978.1,1978,1,7153667.111,6807535.629,2037897.195,230.6775341
NJ,1978.2,1978,2,7473084.298,7117625.582,1400909.338,233.5426277
NJ,1978.3,1978,3,8249533.288,6999425.654,6207637.095,237.1941018
NJ,1978.4,1978,4,8969269.058,7504169.658,4034967.636,240.0980502
NJ,1979.1,1979,1,8913591.649,7649036.62,2316122.804,242.0528025
NJ,1979.2,1979,2,9670909.55,8146116.503,1641834.103,245.6024382
NJ,1979.3,1979,3,9554075.922,7981469.607,7039417.523,250.2694055
NJ,1979.4,1979,4,9935965.597,8311122.635,4351238.921,254.8656885
NJ,1980.1,1980,1,9802634.237,8416183.488,2498394.722,259.4618173
NJ,1980.2,1980,2,10752957.05,9070055.083,1782064.518,265.3549146
NJ,1980.3,1980,3,10639056.94,8918709.256,7744605.203,271.0819474
NJ,1980.4,1980,4,10825988.21,9102179.166,4530146.049,276.5199432
NJ,1981.1,1981,1,10674225.28,9154313.567,2559747.8,282.0203318
NJ,1981.2,1981,2,12000981.68,10117377.43,1846968.519,289.4062396
NJ,1981.3,1981,3,11411837.68,9542986.96,8189262.743,294.2248399
NJ,1981.4,1981,4,11984897.18,10090828.75,5071113.103,300.6863042
NJ,1982.1,1982,1,11930786.9,10314775.31,2915264.33,307.4663062
NJ,1982.2,1982,2,13016132.56,10987682,2010559.35,314.0677938
NJ,1982.3,1982,3,12412407.07,10371428.88,8791927.612,321.2551437
NJ,1982.4,1982,4,12791797.9,10734728.44,5389300.96,327.8469893
NJ,1983.1,1983,1,12785802.45,10982456.61,3030338.805,334.3007552
NJ,1983.2,1983,2,13778274.93,11503945.74,2058147.781,339.8583688
NJ,1983.3,1983,3,13479816.67,11280380.72,9516497.454,346.2119019
NJ,1983.4,1983,4,13724822.17,11502785.71,5706637.17,350.5118662
NJ,1984.1,1984,1,13923818.35,11969367.2,3431981.441,354.631107
NJ,1984.2,1984,2,14973976.77,12572423.17,2395913.36,357.9588122
NJ,1984.3,1984,3,15111727.45,12690915.79,10754421.2,363.2503154
NJ,1984.4,1984,4,15530878.63,13029619.23,6603446.171,368.8294553
